Date,Ticker,Currency,Open,High,Low,Close,Adj Close,Volume,Change,%Change,MarketCap
2020-01-03,IBM,USD,127.70,128.93,127.69,128.43,99.76,2482890,0.73,0.57,264840232960
2020-01-03,ICICIBANK.NS,INR,538.00,540.80,536.25,538.85,521.17,9594690,0.85,0.16,9712583049216
2020-01-03,INFY.NS,INR,733.90,748.00,733.90,746.00,654.55,7882938,12.10,1.65,6006129557504
2020-01-03,JPM,USD,137.50,139.23,137.08,138.34,118.57,10386800,0.84,0.61,869087182848
2020-01-03,META,USD,207.21,210.40,206.95,208.67,207.39,11188400,1.46,0.70,1868405276672
2020-01-03,MSFT,USD,158.32,159.95,158.06,158.62,150.89,21116200,0.30,0.19,3801767215104
2020-01-03,NFLX,USD,326.78,329.86,325.53,325.90,325.90,3806900,-0.88,-0.27,514420080640
2020-01-03,NVDA,USD,5.88,5.95,5.85,5.90,5.88,205384000,0.02,0.34,4338392236032
2020-01-03,ORCL,USD,52.99,54.05,52.95,53.76,49.36,11026700,0.77,1.45,805512216576
2020-01-03,RELIANCE.NS,INR,700.84,704.79,696.26,702.73,687.65,20984698,1.89,0.27,18642332811264
2020-01-03,TCS.NS,INR,2164.00,2223.00,2164.00,2200.65,2016.41,4655761,36.65,1.69,10489197232128
2020-01-03,TSLA,USD,29.37,30.27,29.13,29.53,29.53,266677500,0.16,0.54,1464396414976
2020-01-03,WMT,USD,39.42,39.60,39.20,39.30,36.19,16197600,-0.12,-0.30,822479355904
2020-01-06,AAPL,USD,73.45,74.99,73.19,74.95,72.41,118387200,1.50,2.04,3791126003712
2020-01-06,ADBE,USD,328.29,333.91,328.19,333.71,333.71,1874700,5.42,1.65,150850879488
2020-01-06,AMZN,USD,93.00,95.18,93.00,95.14,95.14,81236000,2.14,2.30,2343934361600
2020-01-06,BA,USD,329.30,334.86,327.88,333.74,331.77,5355000,4.44,1.35,167307444224
2020-01-06,GOOGL,USD,67.58,69.92,67.55,69.89,69.41,46768000,2.31,3.42,2985129672704
2020-01-06,HDFCBANK.NS,INR,630.00,630.90,618.00,620.47,582.31,10890186,-9.53,-1.51,14516263845888
2020-01-06,HINDUNILVR.NS,INR,1927.35,1929.40,1911.25,1915.45,1751.47,683129,-11.90,-0.62,5901703446528
2020-01-06,IBM,USD,127.55,128.34,127.34,128.20,99.58,2537073,0.65,0.51,264840232960
2020-01-06,ICICIBANK.NS,INR,537.25,537.25,523.80,525.70,508.45,12534334,-11.55,-2.15,9712583049216
2020-01-06,INFY.NS,INR,746.10,753.80,736.50,738.85,648.27,6519403,-7.25,-0.97,6006129557504
2020-01-06,JPM,USD,136.56,138.27,136.50,138.23,118.47,10259000,1.67,1.22,869087182848
2020-01-06,META,USD,206.70,212.78,206.52,212.60,211.30,17058900,5.90,2.85,1868405276672
2020-01-06,MSFT,USD,157.08,159.10,156.51,159.03,151.28,20813700,1.95,1.24,3801767215104
2020-01-06,NFLX,USD,323.12,336.36,321.20,335.83,335.83,5663100,12.71,3.93,514420080640
2020-01-06,NVDA,USD,5.81,5.93,5.78,5.93,5.90,262636000,0.12,2.07,4338392236032
2020-01-06,ORCL,USD,53.36,54.20,53.35,54.04,49.62,10982400,0.68,1.27,805512216576
2020-01-06,RELIANCE.NS,INR,694.89,698.50,684.84,686.44,671.70,24519177,-8.45,-1.22,18642332811264
2020-01-06,TCS.NS,INR,2205.00,2225.95,2187.90,2200.45,2016.22,3023209,-4.55,-0.21,10489197232128
2020-01-06,TSLA,USD,29.36,30.10,29.33,30.10,30.10,151995000,0.74,2.52,1464396414976
2020-01-06,WMT,USD,39.13,39.36,38.92,39.22,36.11,19336500,0.09,0.23,822479355904
2020-01-07,AAPL,USD,74.96,75.22,74.37,74.60,72.07,108872000,-0.36,-0.48,3791126003712
2020-01-07,ADBE,USD,334.15,334.79,332.31,333.39,333.39,2500800,-0.76,-0.23,150850879488
2020-01-07,AMZN,USD,95.22,95.69,94.60,95.34,95.34,80898000,0.12,0.13,2343934361600
2020-01-07,BA,USD,334.26,344.19,330.71,337.28,335.29,9898600,3.02,0.90,167307444224
2020-01-07,GOOGL,USD,70.02,70.18,69.58,69.76,69.28,34330000,-0.26,-0.37,2985129672704
2020-01-07,HDFCBANK.NS,INR,629.45,635.72,626.12,630.30,591.53,14724494,0.85,0.14,14516263845888
2020-01-07,HINDUNILVR.NS,INR,1919.25,1931.00,1918.00,1920.70,1756.27,808935,1.45,0.08,5901703446528
2020-01-07,IBM,USD,127.81,129.02,127.53,128.29,99.65,3232977,0.48,0.38,264840232960
2020-01-07,ICICIBANK.NS,INR,531.30,535.60,521.65,522.90,505.74,16101835,-8.40,-1.58,9712583049216
2020-01-07,INFY.NS,INR,738.00,742.60,725.10,727.90,638.67,7899363,-10.10,-1.37,6006129557504
2020-01-07,JPM,USD,137.28,137.86,135.82,135.88,116.46,10531300,-1.40,-1.02,869087182848
2020-01-07,META,USD,212.82,214.58,211.75,213.06,211.75,14912400,0.24,0.11,1868405276672
2020-01-07,MSFT,USD,159.32,159.67,157.32,157.58,149.90,21634100,-1.74,-1.09,3801767215104
2020-01-07,NFLX,USD,336.47,336.70,330.30,330.75,330.75,4703200,-5.72,-1.70,514420080640
2020-01-07,NVDA,USD,5.95,6.04,5.91,6.00,5.97,314856000,0.05,0.84,4338392236032
2020-01-07,ORCL,USD,53.89,54.33,53.61,54.16,49.73,12015400,0.27,0.50,805512216576
2020-01-07,RELIANCE.NS,INR,694.44,701.52,691.92,697.00,682.03,16683622,2.56,0.37,18642332811264
2020-01-07,TCS.NS,INR,2200.50,2214.65,2183.80,2205.85,2021.17,2429317,5.35,0.24,10489197232128
2020-01-07,TSLA,USD,30.76,31.44,30.22,31.27,31.27,268231500,0.51,1.66,1464396414976
2020-01-07,WMT,USD,39.09,39.17,38.73,38.85,35.78,20540700,-0.24,-0.61,822479355904
2020-01-08,AAPL,USD,74.29,76.11,74.29,75.80,73.22,132079200,1.51,2.03,3791126003712
2020-01-08,ADBE,USD,333.81,339.23,333.40,337.87,337.87,2248500,4.06,1.22,150850879488
2020-01-08,AMZN,USD,94.90,95.55,94.32,94.60,94.60,70160000,-0.30,-0.32,2343934361600
2020-01-08,BA,USD,332.40,334.03,329.60,331.37,329.41,8239200,-1.03,-0.31,167307444224
2020-01-08,GOOGL,USD,69.74,70.59,69.63,70.25,69.77,35314000,0.51,0.73,2985129672704
2020-01-08,HDFCBANK.NS,INR,623.47,631.08,620.03,628.65,589.98,11332110,5.18,0.83,14516263845888
2020-01-08,HINDUNILVR.NS,INR,1910.00,1936.05,1906.45,1929.35,1764.18,1889685,19.35,1.01,5901703446528
2020-01-08,IBM,USD,128.59,129.89,128.03,129.36,100.48,4545916,0.77,0.60,264840232960
2020-01-08,ICICIBANK.NS,INR,516.00,527.35,515.00,525.95,508.69,16094310,9.95,1.93,9712583049216
2020-01-08,INFY.NS,INR,724.95,729.00,708.30,718.20,630.16,8639443,-6.75,-0.93,6006129557504
2020-01-08,JPM,USD,135.70,137.58,135.60,136.94,117.37,9695300,1.24,0.91,869087182848
2020-01-08,META,USD,213.00,216.24,212.61,215.22,213.90,13475000,2.22,1.04,1868405276672
2020-01-08,MSFT,USD,158.93,160.80,157.95,160.09,152.29,27746500,1.16,0.73,3801767215104
2020-01-08,NFLX,USD,331.49,342.70,331.05,339.26,339.26,7104500,7.77,2.34,514420080640
2020-01-08,NVDA,USD,5.99,6.05,5.95,6.01,5.98,277108000,0.02,0.33,4338392236032
2020-01-08,ORCL,USD,53.94,54.60,53.70,54.13,49.92,11856700,0.19,0.35,805512216576
2020-01-08,RELIANCE.NS,INR,692.61,701.50,690.32,691.76,676.91,16047902,-0.85,-0.12,18642332811264
2020-01-08,TCS.NS,INR,2205.00,2260.00,2202.05,2255.25,2066.44,5197454,50.25,2.28,10489197232128
2020-01-08,TSLA,USD,31.58,33.23,31.22,32.81,32.81,467164500,1.23,3.89,1464396414976
2020-01-08,WMT,USD,38.77,38.91,38.56,38.72,35.65,17627400,-0.05,-0.13,822479355904
2020-01-09,AAPL,USD,76.81,77.61,76.55,77.41,74.78,170108400,0.60,0.78,3791126003712
2020-01-09,ADBE,USD,340.14,341.81,338.19,340.45,340.45,1626300,0.31,0.09,150850879488
2020-01-09,AMZN,USD,95.49,95.89,94.79,95.05,95.05,63346000,-0.44,-0.46,2343934361600
2020-01-09,BA,USD,334.95,341.73,332.05,336.34,334.35,8175600,1.39,0.41,167307444224
2020-01-09,GOOGL,USD,71.10,71.43,70.51,70.99,70.50,33200000,-0.11,-0.15,2985129672704
2020-01-09,HDFCBANK.NS,INR,632.50,637.90,631.55,635.70,596.60,9546316,3.20,0.51,14516263845888
2020-01-09,HINDUNILVR.NS,INR,1941.55,1947.30,1931.00,1935.05,1769.39,1544334,-6.50,-0.33,5901703446528
2020-01-09,IBM,USD,129.77,130.77,129.36,130.73,101.55,3902208,0.96,0.74,264840232960
2020-01-09,ICICIBANK.NS,INR,530.70,547.40,530.30,546.30,528.37,18934019,15.60,2.94,9712583049216
2020-01-09,INFY.NS,INR,721.70,731.50,714.30,727.55,638.36,13521186,5.85,0.81,6006129557504
2020-01-09,JPM,USD,138.05,138.23,137.04,137.44,117.80,9469000,-0.61,-0.44,869087182848
2020-01-09,META,USD,217.54,218.38,216.28,218.30,216.96,12642800,0.76,0.35,1868405276672
2020-01-09,MSFT,USD,161.84,162.22,161.03,162.09,154.19,21385000,0.25,0.15,3801767215104
2020-01-09,NFLX,USD,342.00,343.42,334.61,335.66,335.66,4709300,-6.34,-1.85,514420080640
2020-01-09,NVDA,USD,6.10,6.15,6.02,6.08,6.05,255112000,-0.02,-0.33,4338392236032
2020-01-09,ORCL,USD,54.25,54.80,54.03,54.38,50.15,10671000,0.13,0.24,805512216576
2020-01-09,RELIANCE.NS,INR,703.40,708.61,700.04,707.69,692.50,14982742,4.29,0.61,18642332811264
2020-01-09,TCS.NS,INR,2248.75,2251.95,2210.00,2214.35,2028.96,3734173,-34.40,-1.53,10489197232128
2020-01-09,TSLA,USD,33.14,33.25,31.52,32.09,32.09,426606000,-1.05,-3.17,1464396414976
2020-01-09,WMT,USD,38.72,39.12,38.69,39.12,36.02,16691100,0.40,1.03,822479355904
2020-01-10,AAPL,USD,77.65,78.17,77.06,77.58,74.95,140644800,-0.07,-0.09,3791126003712
2020-01-10,ADBE,USD,342.05,343.36,339.62,339.81,339.81,1480400,-2.24,-0.65,150850879488
2020-01-10,AMZN,USD,95.27,95.35,94.00,94.16,94.16,57074000,-1.11,-1.17,2343934361600
2020-01-10,BA,USD,335.56,337.70,329.45,329.92,327.97,7161700,-5.64,-1.68,167307444224
2020-01-10,GOOGL,USD,71.47,71.75,70.98,71.45,70.96,26258000,-0.02,-0.03,2985129672704
2020-01-10,HDFCBANK.NS,INR,642.05,643.45,637.55,641.35,601.90,9214580,-0.70,-0.11,14516263845888
2020-01-10,HINDUNILVR.NS,INR,1940.90,1957.50,1931.65,1954.00,1786.72,1003336,13.10,0.67,5901703446528
2020-01-10,IBM,USD,130.98,131.81,130.32,130.68,101.51,3405148,-0.30,-0.23,264840232960
2020-01-10,ICICIBANK.NS,INR,544.90,546.50,538.50,540.25,522.52,12335407,-4.65,-0.85,9712583049216
2020-01-10,INFY.NS,INR,740.45,742.90,730.50,738.15,647.66,9341405,-2.30,-0.31,6006129557504
2020-01-10,JPM,USD,137.21,137.25,135.81,136.07,116.62,10190900,-1.14,-0.83,869087182848
2020-01-10,META,USD,219.20,219.88,217.42,218.06,216.72,12119400,-1.14,-0.52,1868405276672
2020-01-10,MSFT,USD,162.82,163.22,161.18,161.34,153.48,20725900,-1.48,-0.91,3801767215104
2020-01-10,NFLX,USD,337.13,338.50,327.27,329.05,329.05,4718300,-8.08,-2.40,514420080640
2020-01-10,NVDA,USD,6.18,6.21,6.09,6.11,6.08,316296000,-0.07,-1.13,4338392236032
2020-01-10,ORCL,USD,54.55,54.65,54.22,54.45,50.22,9734800,-0.10,-0.18,805512216576
2020-01-10,RELIANCE.NS,INR,709.48,712.24,703.88,707.53,692.35,12478359,-1.95,-0.27,18642332811264
2020-01-10,TCS.NS,INR,2228.00,2234.00,2208.00,2213.55,2028.23,1915807,-14.45,-0.65,10489197232128
2020-01-10,TSLA,USD,32.12,32.33,31.58,31.88,31.88,194392500,-0.24,-0.75,1464396414976
2020-01-10,WMT,USD,39.08,39.11,38.66,38.79,35.72,18164400,-0.29,-0.74,822479355904
2020-01-13,AAPL,USD,77.91,79.27,77.79,79.24,76.55,121532000,1.33,1.71,3791126003712
2020-01-13,ADBE,USD,341.54,345.73,341.22,345.63,345.63,2069200,4.09,1.20,150850879488
2020-01-13,AMZN,USD,94.57,94.90,94.04,94.57,94.57,55616000,0.00,0.00,2343934361600
2020-01-13,BA,USD,332.40,334.10,330.08,330.22,328.27,5648500,-2.18,-0.66,167307444224
2020-01-13,GOOGL,USD,71.76,72.07,71.27,72.00,71.51,30730000,0.24,0.33,2985129672704
2020-01-13,HDFCBANK.NS,INR,641.35,648.25,638.00,643.00,603.45,7451568,1.65,0.26,14516263845888
2020-01-13,HINDUNILVR.NS,INR,1961.00,1997.85,1957.00,1994.85,1824.07,2040089,33.85,1.73,5901703446528
2020-01-13,IBM,USD,129.52,130.63,129.13,130.59,101.44,3693426,1.07,0.83,264840232960
2020-01-13,ICICIBANK.NS,INR,539.40,546.05,538.00,538.60,520.93,7901800,-0.80,-0.15,9712583049216
2020-01-13,INFY.NS,INR,760.00,777.50,755.00,773.55,678.72,36952038,13.55,1.78,6006129557504
2020-01-13,JPM,USD,136.19,137.20,135.76,137.20,117.59,12355200,1.01,0.74,869087182848
2020-01-13,META,USD,219.60,221.97,219.21,221.91,220.55,14463400,2.31,1.05,1868405276672
2020-01-13,MSFT,USD,161.76,163.31,161.26,163.28,155.32,21626500,1.52,0.94,3801767215104
2020-01-13,NFLX,USD,331.80,340.85,331.51,338.92,338.92,6290000,7.12,2.15,514420080640
2020-01-13,NVDA,USD,6.19,6.32,6.17,6.30,6.27,319840000,0.11,1.78,4338392236032
2020-01-13,ORCL,USD,54.46,54.79,54.36,54.58,50.34,10858900,0.12,0.22,805512216576
2020-01-13,RELIANCE.NS,INR,706.34,712.59,703.30,705.73,690.58,18282382,-0.61,-0.09,18642332811264
2020-01-13,TCS.NS,INR,2217.85,2218.95,2184.70,2190.35,2006.97,2843893,-27.50,-1.24,10489197232128
2020-01-13,TSLA,USD,32.90,35.04,32.80,34.99,34.99,397764000,2.09,6.35,1464396414976
2020-01-13,WMT,USD,38.79,38.85,38.46,38.63,35.57,18337800,-0.16,-0.41,822479355904
2020-01-14,AAPL,USD,79.18,79.39,78.04,78.17,75.52,161954400,-1.01,-1.28,3791126003712
2020-01-14,ADBE,USD,347.01,347.27,343.15,344.63,344.63,2274400,-2.38,-0.69,150850879488
2020-01-14,AMZN,USD,94.29,94.36,92.93,93.47,93.47,68818000,-0.82,-0.87,2343934361600
2020-01-14,BA,USD,330.76,335.35,328.28,332.35,330.38,6945300,1.59,0.48,167307444224
2020-01-14,GOOGL,USD,72.00,72.13,71.39,71.53,71.04,26076000,-0.47,-0.65,2985129672704
2020-01-14,HDFCBANK.NS,INR,644.50,646.28,638.75,644.75,605.09,7886290,0.25,0.04,14516263845888
2020-01-14,HINDUNILVR.NS,INR,1995.50,2014.95,1982.40,2008.80,1836.83,1610737,13.30,0.67,5901703446528
2020-01-14,IBM,USD,130.29,131.11,129.59,129.85,100.86,3850326,-0.44,-0.34,264840232960
2020-01-14,ICICIBANK.NS,INR,536.20,538.95,534.15,537.60,519.96,13939440,1.40,0.26,9712583049216
2020-01-14,INFY.NS,INR,769.95,776.95,767.20,775.65,680.56,11414418,5.70,0.74,6006129557504
2020-01-14,JPM,USD,137.94,140.76,137.69,138.80,118.96,24906000,0.86,0.62,869087182848
2020-01-14,META,USD,221.61,222.38,218.63,219.06,217.72,13288900,-2.55,-1.15,1868405276672
2020-01-14,MSFT,USD,163.39,163.60,161.72,162.13,154.23,23477400,-1.26,-0.77,3801767215104
2020-01-14,NFLX,USD,344.40,345.38,335.52,338.69,338.69,7199400,-5.71,-1.66,514420080640
2020-01-14,NVDA,USD,6.26,6.28,6.17,6.18,6.15,359088000,-0.08,-1.28,4338392236032
2020-01-14,ORCL,USD,54.52,55.18,54.50,54.88,50.62,12627200,0.36,0.66,805512216576
2020-01-14,RELIANCE.NS,INR,704.04,708.61,695.74,699.19,684.18,15816535,-4.85,-0.69,18642332811264
2020-01-14,TCS.NS,INR,2195.00,2229.80,2195.00,2206.90,2022.13,2948452,11.90,0.54,10489197232128
2020-01-14,TSLA,USD,36.28,36.49,34.99,35.86,35.86,434943000,-0.42,-1.16,1464396414976
2020-01-14,WMT,USD,38.49,38.74,38.38,38.73,35.66,19757400,0.24,0.62,822479355904
2020-01-15,AAPL,USD,77.96,78.88,77.39,77.83,75.19,121923600,-0.13,-0.17,3791126003712
2020-01-15,ADBE,USD,346.42,347.50,342.46,342.94,342.94,2213300,-3.48,-1.00,150850879488
2020-01-15,AMZN,USD,93.61,93.94,92.75,93.10,93.10,57932000,-0.51,-0.54,2343934361600
2020-01-15,BA,USD,332.35,333.11,329.69,329.80,327.85,4578300,-2.55,-0.77,167307444224
2020-01-15,GOOGL,USD,71.65,72.04,71.58,71.96,71.47,21550000,0.31,0.43,2985129672704
2020-01-15,HDFCBANK.NS,INR,643.20,643.97,637.05,642.12,602.63,11787448,-1.08,-0.17,14516263845888
2020-01-15,HINDUNILVR.NS,INR,2011.15,2027.00,1997.35,2021.65,1848.58,1559491,10.50,0.52,5901703446528
2020-01-15,IBM,USD,130.02,131.99,129.74,130.61,101.46,4232011,0.59,0.45,264840232960
2020-01-15,ICICIBANK.NS,INR,535.10,536.95,530.65,535.60,518.03,12353176,0.50,0.09,9712583049216
2020-01-15,INFY.NS,INR,773.85,773.85,762.15,767.55,673.46,6047430,-6.30,-0.81,6006129557504
2020-01-15,JPM,USD,137.85,138.60,136.15,136.72,117.18,16293400,-1.13,-0.82,869087182848
2020-01-15,META,USD,220.61,221.68,220.14,221.15,219.80,10036500,0.54,0.24,1868405276672
2020-01-15,MSFT,USD,162.62,163.94,162.57,163.18,155.23,21417900,0.56,0.34,3801767215104
2020-01-15,NFLX,USD,338.68,343.17,336.60,339.07,339.07,5158000,0.39,0.12,514420080640
2020-01-15,NVDA,USD,6.19,6.22,6.11,6.14,6.11,263104000,-0.05,-0.81,4338392236032
2020-01-15,ORCL,USD,54.88,55.18,54.68,54.76,50.50,9090800,-0.12,-0.22,805512216576
2020-01-15,RELIANCE.NS,INR,702.14,703.99,694.09,696.65,681.70,15817859,-5.49,-0.78,18642332811264
2020-01-15,TCS.NS,INR,2213.00,2231.00,2194.20,2226.90,2040.46,2620681,13.90,0.63,10489197232128
2020-01-15,TSLA,USD,35.32,35.86,34.45,34.57,34.57,260532000,-0.75,-2.12,1464396414976
2020-01-15,WMT,USD,38.21,38.62,38.17,38.43,35.38,22362600,0.22,0.58,822479355904
2020-01-16,AAPL,USD,78.40,78.93,78.02,78.81,76.13,108829200,0.41,0.52,3791126003712
2020-01-16,ADBE,USD,345.98,345.99,342.76,345.38,345.38,2439600,-0.60,-0.17,150850879488
2020-01-16,AMZN,USD,94.15,94.28,93.30,93.90,93.90,53190000,-0.25,-0.27,2343934361600
2020-01-16,BA,USD,331.05,332.87,329.31,332.00,330.04,4024100,0.95,0.29,167307444224
2020-01-16,GOOGL,USD,72.27,72.54,72.00,72.51,72.01,26080000,0.24,0.33,2985129672704
2020-01-16,HDFCBANK.NS,INR,641.03,645.50,639.67,643.83,604.22,7150400,2.80,0.44,14516263845888
2020-01-16,HINDUNILVR.NS,INR,2022.00,2054.70,2016.10,2049.25,1873.82,2468958,27.25,1.35,5901703446528
2020-01-16,IBM,USD,131.28,132.11,130.98,131.91,102.47,4519661,0.63,0.48,264840232960
2020-01-16,ICICIBANK.NS,INR,533.90,540.00,533.20,537.15,519.52,11249232,3.25,0.61,9712583049216
2020-01-16,INFY.NS,INR,770.70,772.50,760.25,767.00,672.97,5740586,-3.70,-0.48,6006129557504
2020-01-16,JPM,USD,137.45,137.90,136.84,137.25,117.63,10783800,-0.20,-0.15,869087182848
2020-01-16,META,USD,222.57,222.63,220.39,221.77,220.41,10015300,-0.80,-0.36,1868405276672
2020-01-16,MSFT,USD,164.35,166.24,164.03,166.17,158.07,23865400,1.82,1.11,3801767215104
2020-01-16,NFLX,USD,343.50,343.56,335.85,338.62,338.62,5016000,-4.88,-1.42,514420080640
2020-01-16,NVDA,USD,6.19,6.23,6.17,6.22,6.20,284192000,0.03,0.48,4338392236032
2020-01-16,ORCL,USD,54.98,55.45,54.93,55.43,51.12,9866000,0.45,0.82,805512216576
2020-01-16,RELIANCE.NS,INR,699.01,705.57,698.55,703.08,687.98,12847975,4.07,0.58,18642332811264
2020-01-16,TCS.NS,INR,2226.95,2249.00,2215.00,2238.80,2051.36,3117214,11.85,0.53,10489197232128
2020-01-16,TSLA,USD,32.92,34.30,32.81,34.23,34.23,326050500,1.31,3.98,1464396414976
2020-01-16,WMT,USD,38.50,38.64,38.43,38.63,35.57,16108200,0.13,0.34,822479355904
2020-01-17,AAPL,USD,79.07,79.68,78.75,79.68,76.98,137816400,0.61,0.77,3791126003712
2020-01-17,ADBE,USD,349.00,349.95,346.38,349.74,349.74,2536100,0.74,0.21,150850879488
2020-01-17,AMZN,USD,94.29,94.33,92.86,93.24,93.24,79946000,-1.05,-1.11,2343934361600
2020-01-17,BA,USD,332.39,332.50,323.00,324.15,322.23,11061700,-8.24,-2.48,167307444224
2020-01-17,GOOGL,USD,73.13,74.03,72.83,73.98,73.47,52424000,0.85,1.16,2985129672704
2020-01-17,HDFCBANK.NS,INR,640.88,642.45,635.95,639.08,599.77,16918814,-1.80,-0.28,14516263845888
2020-01-17,HINDUNILVR.NS,INR,2055.00,2063.90,2040.05,2060.30,1883.92,994719,5.30,0.26,5901703446528
2020-01-17,IBM,USD,130.54,132.25,130.17,132.23,102.71,5881972,1.69,1.29,264840232960
2020-01-17,ICICIBANK.NS,INR,534.50,538.00,530.60,532.05,514.59,18312609,-2.45,-0.46,9712583049216
2020-01-17,INFY.NS,INR,770.70,772.90,762.25,767.85,673.72,3762957,-2.85,-0.37,6006129557504
2020-01-17,JPM,USD,137.54,138.29,137.32,138.20,118.45,14697700,0.66,0.48,869087182848
2020-01-17,META,USD,222.03,222.29,220.53,222.14,220.78,15905900,0.11,0.05,1868405276672
2020-01-17,MSFT,USD,167.42,167.47,165.43,167.10,158.96,34371700,-0.32,-0.19,3801767215104
2020-01-17,NFLX,USD,341.00,341.57,337.38,339.67,339.67,6066500,-1.33,-0.39,514420080640
2020-01-17,NVDA,USD,6.24,6.25,6.18,6.23,6.20,253792000,-0.01,-0.16,4338392236032
2020-01-17,ORCL,USD,55.63,55.69,54.85,55.13,50.85,11166600,-0.50,-0.90,805512216576
2020-01-17,RELIANCE.NS,INR,710.21,724.59,710.07,722.78,707.27,29463471,12.57,1.77,18642332811264
2020-01-17,TCS.NS,INR,2240.75,2253.55,2213.00,2219.10,2033.31,3281059,-21.65,-0.97,10489197232128
2020-01-17,TSLA,USD,33.84,34.38,33.54,34.03,34.03,204436500,0.19,0.56,1464396414976
2020-01-17,WMT,USD,38.68,38.77,38.21,38.32,35.29,30135000,-0.36,-0.93,822479355904
2020-01-20,HDFCBANK.NS,INR,652.42,652.42,626.25,627.45,588.86,22178450,-24.97,-3.83,14516263845888
2020-01-20,HINDUNILVR.NS,INR,2060.50,2075.90,2050.00,2062.85,1886.25,829399,2.35,0.11,5901703446528
2020-01-20,ICICIBANK.NS,INR,533.00,544.00,531.00,534.85,517.30,19159996,1.85,0.35,9712583049216
2020-01-20,INFY.NS,INR,771.60,774.40,762.95,768.45,674.24,3887680,-3.15,-0.41,6006129557504
2020-01-20,RELIANCE.NS,INR,735.58,735.58,697.82,700.54,685.50,32545850,-35.04,-4.76,18642332811264
